buyerName|buyerCountry|Evaluation|buyerFeedback|buyerProductFeedBack|buyerTranslationFeedback|downVoteCount|upVoteCount|evalData|evaluationId|responsiveness|warrantyService|functionality|status
С***н|RU|20|не пришел||Did not come|0|0|26 Feb 2024|50114646799675068||||1
J***a|CO|100||||0|0|25 Feb 2024|60079340980770431||||1
U***r|UY|100|Boa, funciona, mas as vezes trava||Good, it works, but sometimes it latchs|0|0|09 Feb 2024|60079242772629323||||1
.***.|AT|100|Sehr gut 👌🏻 kann ich nur empfehlen, das BESTE, LEICHTESTE, PRAKTISCHSTE was man zum schneiden von dicken Ästen mitnehmen kann.||Very good👌🏻I can only recommend the BEST, MOST LIGHTEST, PRACTICAL thing you can take with you to cut thick branches.|0|0|21 Jan 2024|30067319945784438||||1
Ю***а|UA|100|👍||👍|1|0|23 Nov 2023|60076013406117080||||1
l***z|MX|100|Muy bueno. Practico y buena calidad.||Very good. Practical and good quality.|0|0|12 Nov 2023|60075112550633400||||1
A***v|UA|100|все круто,работает.Хорошая зарядка и гимнастика для тела))||Everything is cool, works. good charging and body Gymnastics))|1|0|03 Dec 2023|30065711620242934||||1
p***t|UA|100|отлично||Very good|1|0|31 Dec 2023|30066523131177711||||1
C***B|FR|100|Très solide||Very solid|0|0|07 Nov 2023|30064975505626894||||1
c***e|ES|80|Correcto||Correct|0|0|05 Jan 2024|30066423491313175||||1
AliExpress Shopper|CA|100|Really durable and appear rugged.  Happy to to add these to our individual packs & camping supplies.  Recommend.||Really durable and appear rugged.  Happy to to add these to our individual packs & camping supplies.  Recommend.|0|0|02 Nov 2023|60074858072564166||||1
AliExpress Shopper|ES|100|stroger||stroger|1|0|23 Nov 2023|30065200647053916||||1
A***t|FR|100|conforme pas encore essayé mais semble bien !||Compliant not yet tried but seems good!|0|0|06 Mar 2024|30069440729833988||||1
M***r|BR|100|Aparenta robustez para o uso logo testarei.||Appears robustness for use I will soon test.|0|0|31 Jan 2024|60079062893232900||||1
S***a|CZ|100|looks good thank you||looks good thank you|0|0|27 Jan 2024|30067397013397142||||1
Щ***ч|RU|100|Товар соответствует описанию. Визуально все в норме, хорошая цепь и крепкие ручки.||Item as described. Visually everything is normal, a good chain and strong handles.|0|0|23 Jan 2024|50109430005211774||||1
Y***k|UA|80||||1|0|04 Nov 2023|30064910725704297||||1
AliExpress Shopper|BR|100|Excelente produto!||Excellent product!|0|1|06 Dec 2023|60076713530038943||||1
AliExpress Shopper|DE|100|alles Super||alles Super|0|0|29 Feb 2024|30069124018922089||||1
t***t|BR|100|Produto muito bom, cumpre o que promete. Idêntico ao anunciado. Podem comprar sem medo que a entrega é rápida e segura pelo Aliexpress.||Very good product, fulfills what it promises. Identical to the advertised. Can buy without fear that the delivery is fast and safe by AliExpress.|0|0|12 Mar 2024|60080141014015510||||1
m***r|DE|100|It work's!||It work's!|0|0|25 Feb 2024|30068699820980849||||1
R***r|ES|100|este es el segundo que compre así que no hace falta decir nada más 😃||This is the second one I buy so it goes without saying anything more😃|0|3|24 Dec 2023|30066361590538832||||1
C***e|MX|100|calidad en el producto||Quality in the product|0|0|09 Feb 2024|60079265428983285||||1
D***y|HU|100|I like this, very usefull||I like this, very usefull|0|0|01 Mar 2024|30069160498667164||||1
g***r|KR|100|ㅋㅋ||ㅋㅋ|0|0|17 Nov 2023|50095732957192131||||1
M***y|TR|100|denemedim ama sağlam görünüyor||I didn't try, but it looks solid|0|0|08 Dec 2023|30065888705689573||||1
Ф***ч|RU|80|немного не удобно.||A little bit not comfortable.|0|1|13 Nov 2023|50094347064971323||||1
o***o|UA|100|гарна річ, для походів або на дачу, рекомендую||Garna rich, for going to the country, I recommend|0|0|24 Dec 2023|30066574173208135||||1
j***o|BR|100|muito bom, prático, recomendo 😊||Very good, practical, recommend😊|0|1|10 Nov 2023|60075302808203167||||1
AliExpress Shopper|RO|100||||0|0|22 Feb 2024|30068560655081687||||1
O***x|PL|100|"kupiłem kiedyś linkę i pękła 
zobaczymy  jak to będzie  działać"||"I once bought a rope and it broke
We'll see how it works"|0|0|28 Dec 2023|30066383252665092||||1
z***v|BG|100|Fast delivery.I recommend .||Fast delivery.I recommend .|0|0|24 Nov 2023|60076112716348376||||1
r***s|MX|100|exelente dudaba que me funcionará pero fue muy rápido los cortes y la entrega rápida menos de 2 semanas||Exelente doubted it will work for me but the cuts and fast delivery were very fast less than 2 weeks|0|0|29 Jan 2024|60078998479211394||||1
E***d|UA|100||||1|0|13 Nov 2023|30064931884302879||||1
D***H|UK|100|bought this for when at camping or hiking thru woods  and need to get fire wood. easy to use by the looks of it looks pretty sharp. Nice lightweight tool, comes in its own little bag wid lock on front||bought this for when at camping or hiking thru woods  and need to get fire wood. easy to use by the looks of it looks pretty sharp. Nice lightweight tool, comes in its own little bag wid lock on front|0|0|02 Nov 2023|60074847227838721||||1
a***r|KR|100|좋아요||All right.|0|0|08 Mar 2024|50116858210340538||||1
B***s|BR|100||||0|1|07 Nov 2023|60075174729111180||||1
j***r|BR|100|Não testado ainda||Not tested yet|0|0|03 Feb 2024|60079119996833862||||1
g***r|UA|100|Отримав швидко, наче непогана річ. Поки не перевіряв. Враховуючи вартість - думаю нормальний варіант||Having rejected the shvidko, otherwise the unfaked rich. The rest without overplaying. Doctor's apartment-I think a normal variant|1|1|29 Oct 2023|60074614089959624||||1
M***I|MA|60|لم اجربه بعد لكن يبدو جميل||I haven't, but it looks nice.|0|0|10 Feb 2024|30068286046050184||||1
F***t|BR|100|Produto ok||Produto OK|0|0|17 Jan 2024|60078645151858887||||1
J***o|SK|80|Teeth only on ever 3rd piece, not every single one like in the picture.||Teeth only on ever 3rd piece, not every single one like in the picture.|0|0|03 Dec 2023|30065696892392946||||1
J***s|CA|100||||0|0|14 Dec 2023|60077160050439831||||1
y***r|KR|100||||0|0|04 Nov 2023|50092850184394045||||1
AliExpress Shopper|KR|100|품질이 좋고 배송도 예상대로 빨랐어요.||The quality was good and the delivery was as fast as expected.|0|0|05 Mar 2024|50116214372123034||||1
Б***а|RU|100|дошло. на первый взгляд все хорошо как пилит пока не знаю||It has come down. At first glance I don't know everything well as a saw yet|0|1|09 Dec 2023|50099034767741378||||1
a***a|NL|100|Looks sturdy and sharp||Looks sturdy and sharp|0|0|06 Mar 2024|30069390059728135||||1
AliExpress Shopper|CO|100|artículo como lo describe el vendedor, envío súper rápido falta probarlo , recomendable||Item as described by seller, super fast delivery need to be tested, recommended|0|0|11 Nov 2023|60075341228728221||||1
대***강|KR|100|good||good|0|0|18 Dec 2023|50101175316224189||||1
E***p|ES|80|no lo he probado pero parece fuerte||I haven't tried it but it seems strong|0|0|31 Oct 2023|30064587442185234||||1
Y***o|KR|100|기대이상으로 가격대비 뛰어난 제품이라 생각됩니다.||I think it is an excellent product for the price beyond expectations.|0|0|03 Nov 2023|50092917267594264||||1
A***x|UA|100|Прекрасный товар. Очень удобный.  Качеством доволен. Рекомендую.||Lovely item. Very comfortable. Satisfied with the quality. I recommend it.|0|0|28 Mar 2024|30070501108398916||||1
А***в|RU|100|пила на вид добротная,понравилась ,в деле не испытана,посмотрим)||Saw looks good, liked it, not tested in business, let's see)|0|0|13 Jan 2024|50106736690632175||||1
AliExpress Shopper|ES|80|No la he probado todavia.||I haven't tried it yet.|0|0|11 Nov 2023|30065105170526343||||1
J***p|ES|100|"Good survival saw that I will add to my survival bag.
It seems good quality and well made,and also,has a correct sheath to transport in secure way inside your bag.
I'm satisfyed with the purchase.
Recomended product."||"Good survival saw that I will add to my survival bag.
It seems good quality and well made,and also,has a correct sheath to transport in secure way inside your bag.
I'm satisfyed with the purchase.
Recomended product."|0|0|03 Apr 2024|30071185743227493||||1
a***r|KR|80|잘 사용할게요||I'll use it well.|0|0|30 Oct 2023|50092311253209385||||1
V***c|UA|100|Прийшло швидко. Ще не використовував, почекаю весни)||Shvidko came. More without vibrating, I read Spring)|1|1|13 Dec 2023|60077139205855854||||1
I***i|PL|100|ok||ok|0|0|29 Feb 2024|30069444174015075||||1
A***s|AU|100|great buy||great buy|0|0|01 Dec 2023|60076460024166948||||1
J***o|SK|100|Teeth only on every 3rd piece of the chain, not every single piece like in the advertisement.||Teeth only on every 3rd piece of the chain, not every single piece like in the advertisement.|0|0|10 Dec 2023|30066141741892946||||1
AliExpress Shopper|US|100|"Товар полностью соответствует описанию. Быстрая отправка и доставка. Трек отслеживается.
Продавца рекомендую."||"The product is fully as described. Fast shipping and delivery. Track is tracked.
I recommend the seller."|0|0|19 Jan 2024|60078736306687139||||1
A***i|PL|100|Wszystko ok nie mam powodów do narzekania. Ostra piła którą można ciąć grube gałęzie drzew liściastych||Everything is OK I have no reason to complain. Sharp saw which can be cut thick branches of deciduous trees|0|0|27 Mar 2024|30070221069321321||||1
J***l|PT|80|Funciona, mas às vezes encrava no tronco e é preciso força para conseguir retirar||Works, but sometimes it gets into the trunk and it takes strength to be able to remove|0|0|25 Jan 2024|30067298611932905||||1
R***s|BR|100|top||top|0|0|15 Nov 2023|60075577902622511||||1
O***r|UA|80||||0|0|18 Dec 2023|60077410083442307||||1
A***v|UA|100|Все отлично||Everything is fine|0|0|23 Feb 2024|30069187759496936||||1
j***a|SI|100|ik||ik|0|0|14 Dec 2023|60077251838737587||||1
j***a|ES|80|a falta de probar.. tiene buena pinta||In the absence of testing .. It looks good|0|0|16 Jan 2024|30066873893751265||||1
O***i|US|100|прибуло швидко без зауважень. протестую надам инфу.||Shvidko's arrival without respect. Protest the words of the info.|0|0|16 Nov 2023|60075639890873611||||1
س***ي|OM|100|عمليه وقويه||Operation and force.|0|0|26 Nov 2023|60075840568437933||||1
J***o|SK|100|As described.||As described.|0|0|23 Jan 2024|30067388074492946||||1
S***n|UA|80|Отримала товар і одразу спробувала у ділі. Починає пиляти гарно, потім застрягає зубчиками і треба вже немало зусиль, щоб допиляти. Але плюс у тому, що можна пиляти, де по висоті звичайною пилою трохи не достаєш, або місто вузьке для пили - тоді продіваєш ціпок - і можна спиляти.||I took away the goods and once tried them out of the game. Repair the Pilati Garno, potim stuck with teeth and demand for a lot of zushil, file it. Ale plus the one that is not allowed to fly, you can't get a Troch on the Visot with a saggy saw, about a university for drinking-Todi prodivash tsipok-I can cut down.|1|4|06 Nov 2023|30064956722006301||||1
V***r|UA|100||||0|0|20 Feb 2024|30069035398645294||||1
y***i|UK|100|Super||Super|0|0|13 Dec 2023|30065991224586272||||1
AliExpress Shopper|KR|100|저렴한 가격에 만족합니다.||I am satisfied with the low price.|0|0|18 Jan 2024|50107377943487154||||1
R***a|BR|100|Conforme descrito no anúncio.||As described in the ad.|0|0|15 Nov 2023|60075572821769224||||1
g***r|UA|100|Дошло быстро. всё качественно. Советую.||Came quickly. Everything is quality. I advise.|1|0|09 Dec 2023|60076934004315908||||1
U***o|UA|100|Всё в соответствии с описанием.||Everything as described.|0|0|10 Jan 2024|30066808788195350||||1
O***n|UA|100||||1|0|23 Nov 2023|30065423528784317||||1
C***r|CZ|100|super, už se těším až vyzkouším||Super, už se těším až vyzkouším|0|0|10 Apr 2024|30070967086424695||||1
AliExpress Shopper|KR|100|verry nice||verry nice|0|0|16 Jan 2024|50107591313221169||||1
a***o|UA|80|Все ок||All OK|0|0|03 Mar 2024|30069250052764545||||1
W***r|DE|100|alles bestens, danke 👍||Everything Besens, danke👍|0|0|21 Nov 2023|60075843259312698||||1
C***d|CA|100|Haven’t tried it, but looks solid||Haven’t tried it, but looks solid|0|0|02 Nov 2023|60074864653785152||||1
P***l|CZ|100|dont tested yet,but looks strong enough to cut wood||dont tested yet,but looks strong enough to cut wood|0|0|31 Jan 2024|30067796844120125||||1
U***r|UK|100|looks good but I've not tried using it in anger.||looks good but I've not tried using it in anger.|0|0|20 Jan 2024|30067095487767936||||1
AliExpress Shopper|CA|100|works great, will buy again||works great, will buy again|0|0|24 Nov 2023|60076056766841994||||1
A***o|UA|100|Чудова пилка, беру не перший раз. Працює, матеріали якісні. Рекомендую.||Chudov saw, I do not take it once. Pratsyu, mothers of the akistsi. I recommend it.|0|1|16 Jan 2024|30067344152408420||||1
y***r|KR|60|괜히 삿다 생각들어요||I'm thinking of you.|0|0|24 Feb 2024|50114978184520631||||1
E***s|CL|100|Cumple su función tal cual. Intentaré comprar más||Fulfills its function as is. I will try to buy more|0|0|19 Feb 2024|60079491194213607||||1
E***r|ES|20|vendedor impresentable,  te aseguran entrega en 7 días y me ha tardado casi un mes y por mucho que le he escribía no me respondía y para colmo Aliexpress sin darme la razón.  Para más inri productos de mala calidad . No comprar||Unpresentable seller, they assure you delivery in 7 days and it has taken me almost a month and no matter how much I wrote to him, he did not answer me and to top it off Aliexpress without giving me the reason. For more inri poor quality products. Do not buy|0|0|29 Dec 2023|30066424063545542||||1
AliExpress Shopper|UA|60|Пила в порядке а вот чехол криво пошит.||The saw is fine, but the cover is crooked.|0|0|06 Feb 2024|30068113596199256||||1
E***q|ES|100||||0|0|09 Nov 2023|30065045983924440||||1
P***y|IL|100|Fast delivery, as described, good value||Fast delivery, as described, good value|1|0|13 Nov 2023|50094648169972801||||1
A***z|ES|100|tremendamente útil... se recomienda||Tremendously useful... Recommended|0|1|06 Dec 2023|30065811554745648||||1
AliExpress Shopper|PL|100|super świetnie się  sprawdza w ogrodzie||Great in the garden|0|0|29 Oct 2023|30064982904205802||||1
К***о|UA|80||||1|0|22 Nov 2023|60075975140569698||||1
T***s|BR|100|Legal ter vindo numa case. Parece ter qualidade.||Nice to come in a case. Seems to have quality.|0|0|24 Jan 2024|60078863505923225||||1
D***t|IL|20|very low quallity, do not buy!||very low quallity, do not buy!|0|1|14 Jan 2024|50107127722967982||||1
M***a|ES|100|Bien. 10!!||Bien. 10!!|0|0|18 Mar 2024|30069792671643273||||1
S***o|PL|60|Ciężko uciąć. Nienaostrzona||It's hard to cut. Unsharpened|0|0|24 Jan 2024|30067475152084725||||1
f***s|BR|100|Muito bom!!!||Very good!!!|0|0|09 Jan 2024|60078455467726516||||1
Б***|RU|100|не ожидал качество на высоте! советую||Did not expect quality at the height! Advise|0|0|26 Dec 2023|50103217722206559||||1
s***s|ES|100|muy buen material y eficaz 100x100||Very good material and effective 100x100|0|0|08 Jan 2024|30066720793465819||||1
R***a|FR|100|très bien||Très bien|0|0|30 Jan 2024|30067495875517781||||1
Р***ч|RU|100|"маленькая, в чехле. сделано хорошо. на мой взгляд коротковата, но ""на всякий случай"" или как резерв - в самый раз"||"Small, in a case. Well done. In my opinion it is short, but ""just in case"" or as a reserve-just right"|0|0|18 Feb 2024|50114008521584433||||1
F***n|DE|80|Sieht gut nicht schlecht aus||Looks good not bad|0|0|05 Dec 2023|30066003302892271||||1
A***s|US|100|perfekt||perfekt|0|0|04 Nov 2023|60075023144186226||||1
AliExpress Shopper|PL|20|zamówiony towar w ogóle do mnie nie dotarł||The ordered goods did not reach me at all|0|0|01 Dec 2023|30065652386641539||||1
f***r|BR|100|Gostei||Gostei|0|0|28 Jan 2024|60078968764522572||||1
e***s|FR|60|pas encore testé son efficacité||Not yet tested its effectiveness|0|0|10 Jan 2024|30066728024771714||||1
AliExpress Shopper|BR|100|Muito bom, como eu esperava! Comprem!||Very good, as I expected! Buy!|0|0|08 Apr 2024|60080922874450787||||1
g***r|UA|100|Можна брати, якщо діаметр дерев знаходиться в межах 10см. Пиляє гірше за хорошу ручну ножівку, але ножівку в рюкзак не покладеш.||Can be brothers, the yakshchi diameter of the tree is in the middle of 10 cm. I will Pilish a knife for a good hand, I will not get a knife into a backpack.|1|1|20 Nov 2023|60075833222354298||||1
g***c|PL|100|jeszcze nie testowałem, ale wygląda dobrze||I haven't tested yet, but it looks good|0|0|21 Feb 2024|30068780096318724||||1
M***d|FR|100|pratique||pratique|0|0|08 Jan 2024|30066932508445555||||1
AliExpress Shopper|US|80|Nice chains for carrying around in woods||Nice chains for carrying around in woods|0|0|12 Mar 2024|60080138627445885||||1
a***r|HU|100|Спасибо продавцу! Все прибыло в срок и упаковано очень хорошо, всё как на фото и описании.||Thank you seller! Everything arrived on time and packed very well, everything is as in the photo and description.|0|0|30 Jan 2024|30067772371934305||||1
К***ч|RU|100|Отличная пила. Попробовал летом у друга. Купил и себе. Хотелось бы подлиннее..||Great saw. Tried in the summer with a friend. I bought it for myself. I would like to be more authentic ..|0|1|12 Dec 2023|50100406015772085||||1
AliExpress Shopper|BR|100|Material de boa qualidade, ainda não usei.||Good quality material, I haven't used yet.|0|0|27 Jan 2024|60078928260634362||||1
AliExpress Shopper|PL|100|Zęby są małe. Wygląda solidnie.||The teeth are small. Looks solid.|0|0|29 Oct 2023|30064559436686061||||1
S***a|RU|40|...||...|1|1|01 Nov 2023|60074511794630031||||1
g***m|PL|100|Ok||Ok|0|0|01 Dec 2023|30065440204788919||||1
M***l|PL|100|wszystko ok;)||Everything is ok;)|0|5|15 Nov 2023|30065199925783100||||1
N***n|NZ|100|I got this for my kids, they love it and even the 3 year old can use it properly, very easy. works well and cuts through even big branches||I got this for my kids, they love it and even the 3 year old can use it properly, very easy. works well and cuts through even big branches|0|0|13 Mar 2024|60080158263072070||||1
j***j|FR|100|parfait||parfait|0|0|25 Jan 2024|30067531146491197||||1
O***h|UA|100|Розраховував, що буде довшою. Але і так норм. Ще не тестував на ділі, але має справлятися зі своєю задачею.||Silking, if you will be the same. Ale and so norms. Without having tested it on the side, let me cope with your task.|2|0|25 Nov 2023|60076162716963155||||1
J***t|PL|100|Ok||Ok|0|0|15 Feb 2024|30068526401480094||||1
P***o|PT|100|Muito bom. Conforme esperado.||Very good. As expected.|0|0|18 Dec 2023|60077462271623413||||1
T***i|PL|20|i do not recive paracel||i do not recive paracel|0|0|11 Jan 2024|30067051761053091||||1
i***a|IL|100|быстро пришло.  спасибо||Came quickly. Thank you|0|0|05 Apr 2024|50122114312528781||||1
R***s|LV|100|super||super|0|0|17 Nov 2023|60075727584633133||||1
z***r|MX|100|Buena calidad y no me lo esperaba, es resistente y duradero, el estuche la protege y hace que no te cortes||Good quality and I did not expect it, it is durable and durable, the case protects it and makes it not cut|0|0|12 Mar 2024|60080094092432438||||1
R***a|BR|100|Nice chain. It seems to saw nicely but I haven’t tested yet||Nice chain. It seems to saw nicely but I haven’t tested yet|0|0|21 Feb 2024|60079553218575695||||1
D***r|UA|100|it's actualy works good, impressed! (hope it will also stay long)||it's actualy works good, impressed! (hope it will also stay long)|0|0|28 Feb 2024|30068782268716516||||1
AliExpress Shopper|MA|100||||0|0|12 Mar 2024|30069768026384871||||1
M***k|UA|100||||0|7|24 Jan 2024|30067273091207107||||1
Ю***о|RU|100||||0|1|12 Nov 2023|50094518991654716||||1
하***r|KR|60||||0|0|22 Apr 2024|50125295457512375||||1
AliExpress Shopper|NL|100||||0|0|23 Apr 2024|30071597474770208||||1
AliExpress Shopper|ES|100|"producto de calidad ...pese a ser una herramienta pequeña cumple con su cometido....se come la madera.
lo recomiendo"||"Quality product. .. Despite being a small tool, it fulfills its mission... it eats the wood.
I recommend it"|0|0|22 Apr 2024|30071560214647922||||1
AliExpress Shopper|UA|100|Ок||OK|1|0|20 Nov 2023|30065331184325287||||1
AliExpress Shopper|LK|100|nice||nice|0|0|24 Dec 2023|60077810607526412||||1
z***w|PL|100|Wszystko zgodnie z zamówieniem||Everything according to the order|0|0|23 Mar 2024|30070068681823954||||1
5***r|NL|100|good||good|0|0|15 Apr 2024|30071222670188266||||1
a***r|UA|100||||1|0|19 Dec 2023|60077536651589925||||1
E***a|ES|100||||0|0|13 Feb 2024|30068175438355284||||1
Г***ч|RU|100||||0|1|08 Nov 2023|50093933204678827||||1
A***a|ES|100||||0|0|07 Mar 2024|30069780539313951||||1
n***o|UA|100||||0|0|13 Nov 2023|30064941489106716||||1
V***h|UA|100||||1|0|13 Nov 2023|30065134333432996||||1
AliExpress Shopper|UA|100||||0|0|11 Feb 2024|30068619376587050||||1
AliExpress Shopper|HU|100||||0|0|29 Jan 2024|30067688424647215||||1
Z***y|PL|100||||0|0|13 Feb 2024|30068189843104361||||1
N***z|DE|100||||0|0|19 Nov 2023|30065526170676004||||1
m***a|BR|100||||0|0|10 Nov 2023|60075342773420981||||1
A***a|UA|100||||0|0|10 Jan 2024|30066591872267303||||1
J***y|SK|100||||0|0|22 Nov 2023|60075684181756230||||1
н***к|UA|100||||0|0|04 Mar 2024|30069334404331851||||1
A***l|FR|100||||0|0|02 Mar 2024|30069536507204142||||1
І***з|UA|100||||0|0|06 Mar 2024|30069138602040789||||1
C***r|CZ|100||||0|0|05 Feb 2024|30068348911267933||||1
H***l|AZ|100||||0|0|05 Jan 2024|50105278910733716||||1
S***a|NL|100||||0|0|07 Mar 2024|30069814901111856||||1
A***e|AL|100||||0|0|08 Nov 2023|60074929782781985||||1
AliExpress Shopper|PL|100||||0|0|23 Nov 2023|30065211887307830||||1
M***y|MA|80||||0|0|18 Jan 2024|30066962665066447||||1
S***a|UA|80||||0|0|13 Jan 2024|30066750216492277||||1
AliExpress Shopper|PL|100||||0|0|17 Apr 2024|30071966532392797||||1
m***r|IL|100||||0|0|18 Apr 2024|50124938923976999||||1
z***z|UA|100||||0|0|28 Mar 2024|30070502357461117||||1
AliExpress Shopper|SK|100||||0|0|04 Apr 2024|30071264144946753||||1
N***s|LT|100||||0|0|26 Mar 2024|30070433659232937||||1
AliExpress Shopper|UA|100||||0|0|06 Apr 2024|30070980752004460||||1
v***h|MD|100||||0|0|26 Mar 2024|50120382756936035||||1
A***k|PL|100||||0|0|27 Mar 2024|30070860938408986||||1
AliExpress Shopper|SK|100||||0|0|04 Apr 2024|30071236940161052||||1
A***z|PL|100||||0|0|30 Mar 2024|30070671245467375||||1
F***t|ES|100||||0|0|10 Apr 2024|30071147902104389||||1
4***r|FR|100||||0|0|12 Apr 2024|30071366041829886||||1
f***r|UA|100||||0|0|11 Apr 2024|30071229177112922||||1
T***ó|HU|100||||0|0|04 Apr 2024|30070909612620435||||1
Д***ч|RU|100||||0|0|31 Mar 2024|50122152814294477||||1
A***s|BR|100||||0|0|28 Mar 2024|60080281783134421||||1
c***r|NZ|100||||0|0|09 Apr 2024|60080658159353226||||1
H***A|JP|100||||0|0|04 Apr 2024|50122376545445746||||1
l***l|PL|100||||0|0|26 Mar 2024|30070451619458183||||1
M***c|SI|100||||0|0|28 Mar 2024|30070904500482488||||1
J***k|SK|100||||0|0|04 Apr 2024|30070938862714787||||1
n***n|UA|100||||0|0|26 Mar 2024|30070378358949844||||1
w***h|IL|100||||0|0|02 Apr 2024|50121838969128931||||1
AliExpress Shopper|IL|100||||0|0|29 Mar 2024|50120867153553280||||1
T***a|BR|100||||0|0|16 Apr 2024|60080885756823476||||1
E***a|BR|100||||0|0|27 Mar 2024|60080588797892140||||1
n***e|US|100||||0|0|03 Apr 2024|60080776411999574||||1
A***r|MX|100||||0|0|03 Apr 2024|60080776425015343||||1
И***ч|RU|100||||0|0|02 Apr 2024|50122580456997344||||1
J***a|TZ|100||||0|0|15 Apr 2024|30071818184680547||||1
AliExpress Shopper|BR|100||||0|0|27 Mar 2024|60080537005764951||||1
1***r|PL|100||||0|0|03 Apr 2024|30071210950578368||||1
A***z|MX|100||||0|0|02 Apr 2024|60080716237363468||||1
V***a|UA|100||||0|0|01 Apr 2024|30070705104037682||||1
A***r|CZ|100||||0|0|02 Apr 2024|30070523407144862||||1
K***e|KR|100||||0|0|12 Apr 2024|50123785359515368||||1
V***o|UA|100||||0|0|30 Mar 2024|30070410642319140||||1
U***m|UA|100||||0|0|03 Apr 2024|30070575456776429||||1
T***n|NL|100||||0|0|16 Apr 2024|30071258641901149||||1
S***s|CL|100||||0|0|10 Apr 2024|60080956693746034||||1
AliExpress Shopper|UA|100||||0|0|01 Apr 2024|30070764085889372||||1
AliExpress Shopper|FR|100||||0|0|27 Mar 2024|30070453126765565||||1
J***s|CO|100||||0|0|17 Apr 2024|60081188661345844||||1
A***z|ES|100||||0|0|11 Apr 2024|30071639701477789||||1
B***i|MK|100||||0|0|30 Mar 2024|30070683634533663||||1
j***i|PL|100||||0|0|27 Mar 2024|30070260645006667||||1
g***o|UK|100||||0|0|27 Mar 2024|30070510835578602||||1
AliExpress Shopper|CA|100||||0|0|04 Apr 2024|60080510586029047||||1
C***a|UA|100||||0|0|11 Apr 2024|30071228738189181||||1
M***s|ES|100||||0|0|27 Mar 2024|30070231456152821||||1
R***a|PL|100||||0|0|08 Apr 2024|30071059950473727||||1
AliExpress Shopper|CZ|100||||0|0|11 Apr 2024|30071001855471961||||1
J***a|CL|100||||0|0|26 Mar 2024|60080582784133176||||1
Ш***ч|RU|100||||0|0|22 Nov 2023|50096478552335102||||1
K***r|KR|100||||0|0|30 Nov 2023|50097697373046324||||1
h***e|PT|100||||0|0|08 Feb 2024|30068221900369368||||1
P***e|KR|100||||0|0|21 Nov 2023|50095780723886647||||1
U***r|UA|100||||0|0|18 Feb 2024|30068664340404286||||1
U***g|UA|100||||0|0|17 Jan 2024|30067169511385690||||1
K***s|LV|100||||0|0|31 Oct 2023|60074788351536291||||1
I***o|UA|100||||0|0|29 Nov 2023|30065579660895859||||1
P***i|MD|100||||0|0|31 Jan 2024|50110106712566202||||1
D***k|UA|100||||0|0|25 Nov 2023|30065493142204201||||1
ف***ا|SA|100||||0|0|10 Feb 2024|50112790859560738||||1
AliExpress Shopper|IT|100||||0|0|19 Nov 2023|30065318313671350||||1
5***r|KR|100||||0|0|07 Nov 2023|50093664891081058||||1
O***O|PT|100||||0|0|09 Jan 2024|30066516265672567||||1
A***r|LT|100||||0|0|19 Nov 2023|30065320743124252||||1
m***m|UA|100||||0|0|09 Feb 2024|30068526564585386||||1
AliExpress Shopper|NL|100||||0|0|06 Nov 2023|30064942483323764||||1
a***a|UA|100||||0|0|09 Jan 2024|30066533809444799||||1
AliExpress Shopper|UA|100||||0|0|17 Jan 2024|30067066893200610||||1
F***a|BR|100||||0|0|01 Dec 2023|60076464884722484||||1
S***k|UA|100||||0|0|19 Nov 2023|30065288017332150||||1
C***o|ES|100||||0|0|07 Nov 2023|30064959229245624||||1
A***h|IL|100||||0|0|16 Nov 2023|50095784420256838||||1
R***n|UA|100||||0|0|15 Jan 2024|30066973617285010||||1
G***G|ES|100||||0|0|05 Mar 2024|30069344090327720||||1
AliExpress Shopper|PL|100||||0|0|06 Jan 2024|30066625669043770||||1
A***R|MX|100||||0|0|11 Nov 2023|60075358736537849||||1
M***a|LT|100||||0|0|30 Oct 2023|30064755239586940||||1
A***O|ES|100||||0|0|16 Nov 2023|30065209223617121||||1
AliExpress Shopper|EE|100||||0|0|09 Nov 2023|60075236328314912||||1
K***k|PL|100||||0|0|15 Dec 2023|30065866211247664||||1
AliExpress Shopper|FR|100||||0|0|05 Feb 2024|30068047641233872||||1
Р***ч|RU|100||||0|0|12 Jan 2024|50106816186256467||||1
g***r|BR|100||||0|0|16 Nov 2023|60075701423649589||||1
A***i|PL|100||||0|0|09 Feb 2024|30068282714382863||||1
c***r|ES|100||||0|0|14 Jan 2024|30066784671884796||||1
M***r|PL|100||||0|0|13 Feb 2024|30068700179804083||||1
M***a|IT|100||||0|0|18 Jan 2024|30067149606250355||||1
j***z|ES|100||||0|0|12 Dec 2023|30066198929437790||||1
P***a|IT|100||||0|0|24 Mar 2024|30070349282325899||||1
r***r|FR|100||||0|0|17 Jan 2024|30067407375979161||||1
a***r|KR|100||||0|0|04 Feb 2024|50111058619805244||||1
L***o|CZ|100||||0|0|14 Feb 2024|30068193427273750||||1
С***ч|RU|100||||0|0|05 Jan 2024|50104684342136760||||1
L***k|NL|100||||0|0|02 Dec 2023|60076528698905345||||1
B***e|PL|100||||0|0|20 Dec 2023|30066231548989548||||1
v***r|UA|100||||1|0|05 Jan 2024|60078283466282130||||1
AliExpress Shopper|LT|100||||0|0|16 Mar 2024|30069956709875780||||1
