Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
Agolde,"
            𝅺agolde Dee Shorts Black
          ","
              C$150
            ","
              US 25
            ","
          Wardrobe staple Highwaisted Black AGOLDE Shorts, amazing quality denim that’s worth the hype and price!

- High Waisted 
- 5 Button Fly
- Distressing Throughout And Raw Hem
- Lightly Worn Condition

MEASUREMENTS:
Length: 14 inches 
Waist: 14 inches across 
Rise: 12 inches 
Inseam: 3 1/2 inches 

Style tags: high waist, black, denim, jean, button fly, minimalist, distressed, casual
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,1797,1000+,3 days,100+,https://poshmark.ca/listing/agolde-Dee-Shorts-Black-66dac2f0bc6e1cf8099f8745
Hollister,"
            Hollister Low Rise Denim Boy Short
          ","
              C$15
            ","
              US 27
            ","
          Size 5.
W27.
Inseam 7""
Cuffed, 2 pockets.
Color 280.
Good condition.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,657,100+,1 day,22,https://poshmark.ca/listing/Hollister-Low-Rise-Denim-Boy-Short-6654cb169ceaf70eed5a6103
Calvin Klein,"
            Calvin Klein shirt short sleeve stretch regular fit size M 15-15.5 white blue
          ","
              C$40
            ","
              US Neck 15.5
            ","
          Calvin Klein shirt short sleeve stretch regular fit size M 15-15.5 white blue 

Crafted from cotton blended with stretch, this shirt is made for comfortable, everyday wear

Styled with shirt sleeves and button down closure along the front, shirttail hem

Finished with a patch pocket at the chest. 

Point collar

Soft cotton for effortless breathable comfort

Easy fit, relaxed cut for comfort

Wrinkle resistant 

96% cotton
4% elastane

Wash with like colours

Flat measurements are approximate 
Pit to pit 22”
Length 28.75”

New to Poshmark? Use my referral code NUBIA_BLACK when you sign up for $15 instant credit towards your first purchase.   https://posh.mk/zNGuAvlbUub
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,577,200+,1 day,50,https://poshmark.ca/listing/Calvin-Klein-shirt-short-sleeve-stretch-regular-fit-size-M-15155-white-blue-66ab1ab4ef1ef7b00cbcda95
32 Degrees,"
            32°cool 4pcs combo t-shirt and short set
          ","
              C$23
            ","
              US 8 (Girl)
            ","
          These are brand new. never worn two sets of a shirt and short combo. one comes in a acid wash blue green color shorts and shirt and the other is a light purple shirt and dark purple shorts combo. These are youth size 8
        ","Seller Discount: 10% off 2+ Bundle, Price Dropped: 12%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue, Purple",N/A,1188,200+,1 day,23,https://poshmark.ca/listing/32cool-4pcs-combo-tshirt-and-short-set-662416872839bc8eb1815bd2
lululemon athletica,"
            [S] Lululemon T.H.E. Short *Lineerless Mesh Camo 9” Men’s Training Gym Short
          ","
              C$55
            ","
              US S
            ","
          ✨In Excellent Like New Condition for a Second Hand Piece!✨

🧵Measurements🧵

Waist: 13”
Length: 18”
Inseam: 9”
Rise: 9”

🦋Please Note: The Listing Price Reflects Retail Price, Condition/Quality of Item, Posh Seller Fee’s & Shipping Costs🦋

✨WE✨SHIP✨WITH✨
✨SUSTAINABLE♻️PACKAGING!✨

🦋Bundle to Save🦋
🦋@sadbutcute🦋

🦋look cute & be you🦋
🦋no matter your mood🦋 

🦋New to Poshmark?🦋

🦋Sign up for a Poshmark account with my code SADBUTCUTE and get C$15 credit towards your first purchase!🦋

[S] Lululemon T.H.E. Short *Lineerless Mesh Camo 9” Men’s Training Gym Short
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gray, N/A, N/A, N/A",N/A,2467,1400+,2 days,100+,https://poshmark.ca/listing/S-Lululemon-THE-Short-Lineerless-Mesh-Camo-9-Mens-Training-Gym-Short-66dd84ee5280156118cbc00b
Anvil,"
            Ocean Floor AOP Vintage Graphic Tee Medium
          ","
              C$55
            ","
              US M
            ","
          Sweet vintage large graphic print tee from Anvil. Underwater shipwreck scene with scuba divers and sharks! Size medium. Excellent condition with no rips or stains!

Length: 25.5”
Chest: 19.5”

AOP tee
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,634,300+,1 day,24,https://poshmark.ca/listing/Ocean-Floor-AOP-Vintage-Graphic-Tee-Medium-66dc91f88a00e31e7972817c
Tommie Copper,"
            Tommie Copper Compression Mens  Shorts. Copper Infused Active Workout Sh…
          ","
              C$43
            ","
              US XL
            ","
          Good pre owned condition 
100% Nylon
Machine Wash
Closure type
Pull On. Rise style. High Rise

Highest Copper Content - Copper Compression products have the highest copper content. Guaranteed. Rather than spraying fabrics with copper, we infuse it directly into the nylon fibers. Our products are constructed with 85% copper-infused nylon. This innovative approach provides maximum benefits, extending the life of the product for a superior experience.
100% Happiness Guarantee - In the very unlikely event that you do not absolutely Love these Copper Compression High Waist Short Tights, for any reason whatsoever, we'll refund you the full price no questions asked. That's how confident we are that you'll be happy with this purchase.

Highest Copper Content Compression  Copper Compression Yoga Shorts are designed to help you get the support you need for all day and all night comfort. Commonly used for Yoga, Active Sports / Athletics / Activewear, gym workouts, jogging, running, and all around exercise.
Keep Your Legs, Waist, Knees, And Bottom Compressed with our ultra comfortable copper infused fabric that gives you support while still allowing you to retain your range of motion. This is extremely important because by retaining your range of motion, your muscles can continue to work and strengthen.
High Performance + You Can Wear It Everyday - Copper Compression Comfort Athleisure Short for Women fit extremely comfortable and can be worn everyday.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black",N/A,1582,1100+,2 days,100+,https://poshmark.ca/listing/Tommie-Copper-Compression-Mens-Shorts-Copper-Infused-Active-Workout-Sh-66d845d15c465ebe74522dc3
Denim Forum,"
            Denim Forum The Arlo Short
          ","
              C$45
            ","
              US 29
            ","
          In excellent condition 

A classic pair of denim cut-offs, these iconic denim shorts were inspired by our best-selling Arlo Straight jeans. The Arlo Short has the same easy high-rise fit, designed to cinch your waist and enhance your curves. They're made with premium Italian, organic-cotton denim with a hint of stretch. You'll reach for these — dare we say it — perfect jean shorts again and again. This version comes in washed black and has a raw hem.
        ","Price Dropped: 10%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, N/A, N/A",N/A,1888,1700+,1 day,100+,https://poshmark.ca/listing/Denim-Forum-The-Arlo-Short-66ce6e7a0146480d99d8575c
American Eagle Outfitters,"
            AMERICAN Eagle High Waist Denim Shorts Size 4
          ","
              C$13
            ","
              US 4
            ","
          American Eagle high waist denim shorts
Size 4
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A",N/A,672,200+,1 day,46,https://poshmark.ca/listing/AMERICAN-Eagle-High-Waist-Denim-Shorts-Size-4-66e28179e2ac0cbc6c0f7f58
Vintage,"
            Vintage Buffalo Sabres T Shirt
          ","
              C$39
            ","
              US M
            ","
          Mens M

Measurements; 23 x 27 Inch

Used, shows signs of wear
        ","Seller Discount: 10% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray",N/A,2180,1700+,2 days,100+,https://poshmark.ca/listing/Vintage-Buffalo-Sabres-T-Shirt-66e712ef580123a1f5452b8b
Parasuco,"
            2/15$ PARASUCO red shirt
          ","
              C$15
            ","
              US S
            ","
          Parasuco red t-shirt 
Very smooth 
Worn once
Size small
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red",N/A,168,100+,2 days,20,https://poshmark.ca/listing/215-PARASUCO-red-shirt-6626b94db9db3a77f887197e
American Eagle Outfitters,"
            American Eagle | Shorts
          ","
              C$10
            ","
              US S
            ","
          WAIST: 14”

condition is good, used.

Use referral code LemonGlamour when you sign up on poshmark for $15 off your first purchase!
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A",N/A,165,15+,1 day,1,https://poshmark.ca/listing/American-Eagle-Shorts-66dcc0a8896c3812667958e2
Ambersand,"
            Ambersand Ave Tee
          ","
              C$15
            ","
              US M
            ","
          Ambersand casual short sleeve v neck
35% cotton 60% polyester 5% spandex
Soft with lots of stretch 
Length 26.5”
Pit/pit 18.5”
Sleeve length 8”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gray, N/A, N/A, N/A",N/A,266,100+,1 day,13,https://poshmark.ca/listing/Ambersand-Ave-Tee-66c856e1ce663fe2a6852a2b
N/A,"
            Vintage 90s Handmade Wild Abstract Short Sleeve Unisex XL Blue Green Black
          ","
              C$18
            ","
              US XL
            ","
          Very cool one of a kind shirt. No tags. Appears to be handmade. Zig-zag stitch. 

✏️ MEASUREMENTS ✏️
Pit to pit: 25 inches
Top to bottom: 27.25 inches

Measurements taken laying flat. Please compare measurements to a favorite fitting garment to ensure you are happy with your purchase. 

Questions? Require any additional measurements or photos? Drop a line below. Thanks for stopping
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Green, Blue, N/A, N/A, N/A",N/A,748,200+,1 day,25,https://poshmark.ca/listing/Vintage-90s-Handmade-Wild-Abstract-Short-Sleeve-Unisex-XL-Blue-Green-Black-653e6be081078ae9f48ccc9a
Carter's,"
            Carter's 5pcs Baby top and shorts set (9months)
          ","
              C$19
            ","
              US 6-9M
            ","
          This is a Carter's shirt and short set.  It includes three pairs of shorts, one purple floral and blue.  also a matching floral top and bunny rabbit top as well. I've included extra pair of purple shorts that I found, They do not match but they are brand new and similar in color.  Please see pics.
        ","Seller Discount: 10% off 2+ Bundle, Price Dropped: 14%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Pink, Blue",N/A,1188,200+,1 day,23,https://poshmark.ca/listing/Carters-5pcs-Baby-top-and-shorts-set-9months-6622a6f19ceaf7e317975525
Polo Ralph Lauren,"
            MEN’S Polo Ralph Lauren White Novelty Tee
          ","
              C$70
            ","
              US S
            ","
          ✖️sizes small & medium available
✖️brand new, with tags
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White",N/A,491,300+,2 days,17,https://poshmark.ca/listing/MENS-Polo-Ralph-Lauren-White-Novelty-Tee-60218b0fd737fd136569e58d
Levi's,"
            Vintage Levi's 501's High Waisted Button Fly Distressed Cut Off Jean Shorts - 29
          ","
              C$35
            ","
              US 29
            ","
          Stunning vintage high-waisted button fly distressed frayed hem denim jean shorts by Levi's. These are the perfect pair of shorts for this spring & summer. They look great paired with a lightweight chunky sweatshirt & sneakers, or styled with a cropped top and booties. Also great to throw on with a graphic tee and sandals. Got so many compliments when I wore these 😊

A gorgeous faded medium blue wash with slight whiskering

High-quality 100% ridgid cotton composition

Excellent pre-owned condition. Were originally long jeans and then professionally cut into shorts

Size 29




Thanks for supporting my small business! ❤️












Style Tags: 

Preppy, Parisian, Light Academia, Work, Business, Casual, 60's, 70's, 80's, 90's, Y2K, Office, Sophisticated, Capsule Wardrobe, Classic, Modern, Garconne, Minimalist, Normcore, France, Paris, Canada, USA, New York City, London, British, Italy, Italian, Milan, Scotland, Scottish, Ireland, Irish, Nordic, Scandinavian, Sporty, Traditional, Woven, Crochet, Model, Blogger Favorite Style, Instagram, Influencer, Streetwear, On Trend, Country Club, University, College, Holiday, Party, Photoshoot, Boho, Bohemian, Artsy, Indie, Soft, Cottagecore, Grandmacore, Farmcore, Lagenlook, Rustic, Western, Southern, Nautical, Tartan, Plaid, Check, High Rise, Graphic, Sustainable, Vintage Aesthetic, Retro, Fun, Bermuda, Long, Extended, High Rise, Relaxed, Pockets, Vacation, Travel, Mom, Wedgie, Pool, Beach, Cottage, Casual, Fitted, Leather Patch, Festival
        ","Price Dropped: 13%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,9053,4200+,2 days,100+,https://poshmark.ca/listing/Vintage-Levis-501s-High-Waisted-Button-Fly-Distressed-Cut-Off-Jean-Shorts-29-6522dd76ac1b042f6effa4a6
lululemon athletica,"
            Lululemon Propel Polo
Short Serve Stripe Heathered Alberta Lake White Size M
          ","
              C$58
            ","
              US M
            ","
          Why we made this
From links to lounging, we made this sweat-wicking polo for all-day comfort on and off the course. Our Luxtreme® fabric is smooth and four-way stretch, meaning you feel comfortable as you move from one hole to the next.

Key features
sweat-wicking Luxtreme fabric is cool to the touch and offers smooth, low-friction performance
added LYCRA® fibre for stretch and shape retention
bonded button placket helps keep things feeling crisp all day
imported

Fit + function
designed for: sweat
fabric(s):
Luxtreme®

Pit to pit: 21.5”
Shoulder to hem: 28”

Excellent condition
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A, N/A, N/A",N/A,3869,2700+,1 day,100+,https://poshmark.ca/listing/Lululemon-Propel-PoloShort-Serve-Stripe-Heathered-Alberta-Lake-White-Size-M-667b05d6dc8a4e393250efde
torrid,"
            Torrid short sleeve t-shirt
          ","
              C$18
            ","
              US 2X
            ","
          Torrid black t-shirt in excellent condition with pretty accents at the front.  Torrid size 2 which is an 18/20 and 2x in standard sizing 

* pit to pit 19.5""
* length 28""
* 95% cotton, 5% spandex

Unless otherwise stated in the description my closet items have no flaws, stains, major pilling, or holes. Bundle to save!

Style profile: tee, cotton, short sleeve, basic, neutral, basic, staple, minimalist, plus size
        ",N/A,"N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,1230,700+,1 day,93,https://poshmark.ca/listing/Torrid-short-sleeve-tshirt-6697e858154600bc3bec9128
Puma,"
            Girls Puma 100% Cotton Pink With Silver Logo T-Shirt - Size XL
          ","
              C$10
            ","
              US XL (Girl)
            ","
          Very Good Used Condition.

Elevate your girl's style with the Girls Puma 100% Cotton Pink With Silver Logo T-Shirt in Size XL. This shirt effortlessly blends comfort and sporty fashion for a trendy look. Crafted from soft 100% cotton, it guarantees a cozy feel for her everyday activities. The vibrant pink color with the signature silver Puma logo adds a touch of modern flair. Whether she's headed to practice or a casual outing, this T-shirt ensures both comfort and style. From Puma, a brand known for its athletic innovation and quality, this Size XL shirt guarantees your girl stands out with confidence.

Material:  100% Cotton

Size:  XL (14/16)

Approximate Measurements Laying Flat:

Chest:  16 in
Length:  21 in
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Silver, N/A, N/A, N/A",N/A,687,200+,1 day,38,https://poshmark.ca/listing/Girls-Puma-100-Cotton-Pink-With-Silver-Logo-TShirt-Size-XL-66df10a93eddeb84f70814af
Polo Ralph Lauren,"
            Polo Ralph Lauren Salmon V Neck T Shirt. Size Large. Good condition!‎
          ","
              C$25
            ","
              US L
            ","
          Polo Ralph Lauren Salmon V Neck T Shirt. Size Large. Good condition!

Bundle me :)!
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, N/A, N/A",N/A,1515,800+,1 day,81,https://poshmark.ca/listing/Polo-Ralph-Lauren-Salmon-V-Neck-T-Shirt-Size-Large-Good-condition-66867400ba3d487fd4d95e43
American Eagle Outfitters,"
            AMERICAN Eagle Outfitters Soft & Sexy Cutout Tee
          ","
              C$25
            ","
              US XXS
            ","
          Excellent pre owned condition - no stains, tears or holes
Very soft material 
Cute cutout 
95% viscose 5% elastane
        ","Seller Discount: 10% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,499,300+,1 day,40,https://poshmark.ca/listing/AMERICAN-Eagle-Outfitters-Soft-Sexy-Cutout-Tee-66b96a37538beb5d82e213c9
George,"
            George | Short  Sleeve Blouse w/ tie & jewel
          ","
              C$20
            ","
              US 2X
            ","
          George Plus
String tie waist to tie in a bow and adjust
Flouncy sleeves

Measurements in inches, taken laid flat:
Length: 32
Sleeve: 8
Bust: 23

New to Poshmark?:
- Score C$15 Poshmark Shopping Credit when you add ""rcdesigns_ca"" at registration
- Must use the invite code above upon registration for new a/c only
- Orders must be a minimum of C$5 to qualify
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, White",N/A,1638,500+,2 days,100+,https://poshmark.ca/listing/George-Short-Sleeve-Blouse-w-tie-jewel-66d0d8a5828cdcb16a08aaae
Lands' End,"
            Lands’end Girls Short Sleeve floral Gathered Waist Jersey Dress
          ","
              C$32
            ","
              US 6-9M
            ","
          Slips on easily with a gathered waist for a super-comfy fit, in our soft jersey fabric. Bonus? The bold colors and fun designs.

Onseam pockets
Gathered waist
At-knee length
Side hidden pockets 
Slight scoop neckline
New condition
Approx:
Shoulders 12¨
Pit to Pit 14¨
Length 31¨
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Orange, Yellow, N/A, N/A, N/A",N/A,1627,1200+,1 day,100+,https://poshmark.ca/listing/Landsend-Girls-Short-Sleeve-floral-Gathered-Waist-Jersey-Dress-66c407150382917623b14fdc
Cheap Monday,"
            Cheap Monday short sleeve t-shirt
          ","
              C$18
            ","
              US XS
            ","
          Cheap Monday black short sleeve t-shirt 
White skull print
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black",N/A,1213,800+,1 day,100+,https://poshmark.ca/listing/Cheap-Monday-short-sleeve-tshirt-66d94b4ee34c30eb0e35bae3
Firefly,"
            SUMMER SALE Firefly Grey Black Colourblock  Boards Shorts Cargo Pocket 36 waist
          ","
              C$22
            ","
              US L
            ","
          EUC. No notable flaws.

Colourblock of grey and black on the top. Followed by a grey scale tropical floral print for most of the garment.

1 Large patch pocket on the left side.

Measurements, materials, and care instructions included in photos.

My home is pet-free and smoke-free. 

Style Tags:  pool party, beach party, surfing, swimming, swim trunks, swim shorts, cruise wear, vacation, travel
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, Gray, N/A, N/A, N/A",N/A,1046,600+,1 day,100+,https://poshmark.ca/listing/SUMMER-SALE-Firefly-Grey-Black-Colourblock-Boards-Shorts-Cargo-Pocket-36-waist-66c44d3749d8d8053a4cc156
Design History,"
            Design History Cowl Neck Cap Sleeve Beaded Sequin Detail Top Navy + Black Size S
          ","
              C$40
            ","
              US S
            ","
          Design History Cowl Neck Cap Sleeve Top with Black Beaded Sequin Detail on Shoulders in Navy
Size S
Excellent Condition
Features: cowl neck, cap sleeve, bead + sequin detail on shoulders, neutral

Approx. Measurements:
length 25""
pit to pit 16"" laid flat
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Black, N/A, N/A, N/A",N/A,2094,800+,1 day,100+,https://poshmark.ca/listing/Design-History-Cowl-Neck-Cap-Sleeve-Beaded-Sequin-Detail-Top-Navy-Black-Size-S-61f6dbc37468d5255577c7f5
